"Day ","Items ","Note ","Amount "
"27","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 565","-2200"
"27","Services","Revenue - Service Sales Order ID: 2358","38200"
"27","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"27","Rental Expense","Cash Payment - Rental - New York","-5360"
"27","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"27","Rental Expense","Cash Payment - Rental - Miami","-2400"
"27","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"26","Overdraft","","312500"
"26","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2645 ","-560000"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2740 ","-76500"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2740 ","-51510"
"26","Overdraft","","156250"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2740 ","-153520"
"26","Overdraft","","78125"
"26","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2982 ","-81600"
"26","Overdraft","","78125"
"26","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2982 ","-100800"
"26","Wholesales (B2B)","Revenue - B2B SO ID: 2966","221000"
"26","Human Resource Expense","Attended Training","-15000"
"26","Human Resource Expense","Counselled","-2000"
"26","Salary Expense","Cash Payment - Salary Expense","-26382"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3599","-249"
"26","Retail","Revenue - Retail Sales New York - Mouthwash","17136"
"26","Retail","Revenue - Retail Sales New York - Body Wash  ","18848"
"26","Retail","Revenue - Retail Sales Detroit - Mouthwash","16848"
"26","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9396"
"26","Retail","Revenue - Retail Sales Detroit - Shampoo","10385"
"26","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","23088"
"26","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17371"
"26","Retail","Revenue - Retail Sales Los Angeles - Shampoo","20863"
"26","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"26","Rental Expense","Cash Payment - Rental - New York","-5360"
"26","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"26","Rental Expense","Cash Payment - Rental - Miami","-2400"
"26","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"25","Human Resource Expense","","-15000"
"25","Human Resource Expense","","-15000"
"25","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2495 ","-258560"
"25","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3295 ","-81280"
"25","Wholesales (B2B)","Revenue - B2B SO ID: 1175","1208880"
"25","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1175","-54000"
"25","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3598 ","-134400"
"25","Salary Expense","Cash Payment - Salary Expense","-26364"
"25","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 344","-15000"
"25","Shipping Expense","Cash Payment - Move Stock ID: 3269","-51912"
"25","Retail","Revenue - Retail Sales New York - Mouthwash","15960"
"25","Overdraft","Repayment","-625000"
"25","Retail","Revenue - Retail Sales New York - Body Wash  ","17422"
"25","Retail","Revenue - Retail Sales Detroit - Mouthwash","15574"
"25","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8758"
"25","Retail","Revenue - Retail Sales Detroit - Shampoo","10912"
"25","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","16182"
"25","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22196"
"25","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 611","-4400"
"25","Interest Expense ","Cash Payment - Interest - For Overdraft","-3082"
"25","Rental Expense","Cash Payment - Rental - New York","-5360"
"25","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"25","Rental Expense","Cash Payment - Rental - Miami","-2400"
"25","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2300 ","-121200"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2300 ","-85850"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2300 ","-95950"
"24","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"24","Wholesales (B2B)","Revenue - B2B SO ID: 2639","443800"
"24","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3422 ","-249600"
"24","Human Resource Expense","Attended Training","-15000"
"24","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3440 ","-83200"
"24","Salary Expense","Cash Payment - Salary Expense","-26310"
"24","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3125","-278"
"24","Shipping Expense","Cash Payment - Move Stock ID: 3112","-32110"
"24","Retail","Revenue - Retail Sales New York - Mouthwash","17864"
"24","Retail","Revenue - Retail Sales New York - Shampoo","17358"
"24","Retail","Revenue - Retail Sales Detroit - Mouthwash","16016"
"24","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8773"
"24","Retail","Revenue - Retail Sales Detroit - Shampoo","10428"
"24","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17893"
"24","Retail","Revenue - Retail Sales Los Angeles - Shampoo","23312"
"24","Services","Revenue - Service Sales Order ID: 1840","94700"
"24","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"24","Rental Expense","Cash Payment - Rental - New York","-5360"
"24","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"24","Rental Expense","Cash Payment - Rental - Miami","-2400"
"24","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"23","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2664 ","-57600"
"23","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2664 ","-67200"
"23","Wholesales (B2B)","Revenue - B2B SO ID: 2630","395186"
"23","Human Resource Expense","Staff Transfer","-15000"
"23","Salary Expense","Cash Payment - Salary Expense","-25960"
"23","Retail","Revenue - Retail Sales New York - Mouthwash","16856"
"23","Retail","Revenue - Retail Sales New York - Body Wash  ","15190"
"23","Retail","Revenue - Retail Sales New York - Shampoo","18315"
"23","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8091"
"23","Retail","Revenue - Retail Sales Detroit - Shampoo","9735"
"23","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15938"
"23","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","16182"
"23","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22661"
"23","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"23","Rental Expense","Cash Payment - Rental - New York","-5360"
"23","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"23","Rental Expense","Cash Payment - Rental - Miami","-2400"
"23","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"22","Shipping Expense","","-122935"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1993 ","-295200"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2344 ","-234000"
"22","Human Resource Expense","Counselled","-2000"
"22","Human Resource Expense","Staff Transfer","-15000"
"22","Salary Expense","Cash Payment - Salary Expense","-25116"
"22","Retail","Revenue - Retail Sales New York - Mouthwash","15988"
"22","Retail","Revenue - Retail Sales New York - Body Wash  ","18724"
"22","Retail","Revenue - Retail Sales New York - Shampoo","17061"
"22","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8618"
"22","Retail","Revenue - Retail Sales Detroit - Shampoo","9933"
"22","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","22646"
"22","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17371"
"22","Retail","Revenue - Retail Sales Los Angeles - Shampoo","23312"
"22","Services","Revenue - Service Sales Order ID: 2007","11900"
"22","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"22","Rental Expense","Cash Payment - Rental - New York","-5360"
"22","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"22","Rental Expense","Cash Payment - Rental - Miami","-2400"
"22","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"21","Salary Expense","","-24180"
"21","Wholesales (B2B)","Revenue - B2B SO ID: 2514","405559"
"21","Human Resource Expense","Attended Training","-15000"
"21","Human Resource Expense","Counselled","-2000"
"21","Human Resource Expense","Attended Training","-15000"
"21","Human Resource Expense","Attended Training","-15000"
"21","Salary Expense","Cash Payment - Salary Expense","-24828"
"21","Retail","Revenue - Retail Sales New York - Mouthwash","16184"
"21","Retail","Revenue - Retail Sales New York - Body Wash  ","17856"
"21","Retail","Revenue - Retail Sales New York - Shampoo","17787"
"21","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9052"
"21","Retail","Revenue - Retail Sales Detroit - Shampoo","10032"
"21","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","22854"
"21","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17893"
"21","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22661"
"21","Services","Revenue - Service Sales Order ID: 1414","131300"
"21","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"21","Rental Expense","Cash Payment - Rental - New York","-5360"
"21","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"21","Rental Expense","Cash Payment - Rental - Miami","-2400"
"21","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"20","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2191 ","-71040"
"20","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2485 ","-69600"
"20","Human Resource Expense","Attended Training","-15000"
"20","Salary Expense","Cash Payment - Salary Expense","-24180"
"20","Retail","Revenue - Retail Sales New York - Mouthwash","16856"
"20","Retail","Revenue - Retail Sales New York - Body Wash  ","17143"
"20","Retail","Revenue - Retail Sales New York - Shampoo","17952"
"20","Retail","Revenue - Retail Sales Detroit - Mouthwash","1596"
"20","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8742"
"20","Retail","Revenue - Retail Sales Detroit - Shampoo","9966"
"20","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","23764"
"20","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","16182"
"20","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22661"
"20","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"20","Rental Expense","Cash Payment - Rental - New York","-5360"
"20","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"20","Rental Expense","Cash Payment - Rental - Miami","-2400"
"20","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"19","Shipping Expense","","-267368"
"19","Overdraft","","625000"
"19","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1493 ","-590400"
"19","Overdraft","","625000"
"19","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1526 ","-590400"
"19","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2021 ","-147600"
"19","Human Resource Expense","Attended Training","-15000"
"19","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:2628","-13738"
"19","Retail","Revenue - Retail Sales New York - Mouthwash","17602"
"19","Retail","Revenue - Retail Sales New York - Body Wash  ","18212"
"19","Retail","Revenue - Retail Sales New York - Shampoo","18879"
"19","Retail","Revenue - Retail Sales Detroit - Mouthwash","15730"
"19","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9251"
"19","Retail","Revenue - Retail Sales Detroit - Shampoo","9703"
"19","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","21944"
"19","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","16530"
"19","Retail","Revenue - Retail Sales Los Angeles - Shampoo","23095"
"19","Services","Revenue - Service Sales Order ID: 1191","55700"
"19","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"19","Rental Expense","Cash Payment - Rental - New York","-5360"
"19","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"19","Rental Expense","Cash Payment - Rental - Miami","-2400"
"19","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"18","Human Resource Expense","","-15000"
"18","Maintenance Expense","","-15000"
"18","Salary Expense","","-23812"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2339 ","-45450"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2339 ","-19190"
"18","Wholesales (B2B)","Revenue - B2B SO ID: 1162","1530000"
"18","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1162","-12000"
"18","Human Resource Expense","Counselled","-2000"
"18","Salary Expense","Cash Payment - Salary Expense","-24162"
"18","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 283","-15000"
"18","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 286","-15000"
"18","Retail","Revenue - Retail Sales New York - Mouthwash","17290"
"18","Overdraft","Repayment","-625000"
"18","Retail","Revenue - Retail Sales New York - Body Wash  ","17574"
"18","Overdraft","Repayment","-625000"
"18","Retail","Revenue - Retail Sales New York - Shampoo","17639"
"18","Retail","Revenue - Retail Sales Detroit - Mouthwash","16198"
"18","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8671"
"18","Retail","Revenue - Retail Sales Detroit - Shampoo","9827"
"18","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","22854"
"18","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17719"
"18","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22878"
"18","Services","Revenue - Service Sales Order ID: 1049","29300"
"18","Interest Expense ","Cash Payment - Interest - For Overdraft","-2055"
"18","Rental Expense","Cash Payment - Rental - New York","-5360"
"18","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"18","Rental Expense","Cash Payment - Rental - Miami","-2400"
"18","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"17","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"17","Human Resource Expense","Attended Training","-15000"
"17","Salary Expense","Cash Payment - Salary Expense","-24162"
"17","Retail","Revenue - Retail Sales New York - Mouthwash","16328"
"17","Retail","Revenue - Retail Sales New York - Body Wash  ","17458"
"17","Retail","Revenue - Retail Sales New York - Shampoo","19003"
"17","Retail","Revenue - Retail Sales Detroit - Mouthwash","15652"
"17","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8613"
"17","Retail","Revenue - Retail Sales Detroit - Shampoo","10788"
"17","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17893"
"17","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"17","Rental Expense","Cash Payment - Rental - New York","-5360"
"17","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"17","Rental Expense","Cash Payment - Rental - Miami","-2400"
"17","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"16","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"16","Overdraft","","29296"
"16","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2031 ","-98400"
"16","Retail","Revenue - Retail Sales New York - Mouthwash","16856"
"16","Retail","Revenue - Retail Sales New York - Body Wash  ","17422"
"16","Retail","Revenue - Retail Sales New York - Shampoo","18546"
"16","Retail","Revenue - Retail Sales Detroit - Mouthwash","16352"
"16","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8680"
"16","Retail","Revenue - Retail Sales Detroit - Shampoo","10593"
"16","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","15903"
"16","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"16","Rental Expense","Cash Payment - Rental - New York","-5360"
"16","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"16","Rental Expense","Cash Payment - Rental - Miami","-2400"
"16","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"15","Overdraft","","937500"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 878 ","-704000"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1028 ","-480000"
"15","Overdraft","","468750"
"15","Machines","Cash Payment - Machines","-300000"
"15","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1041 ","-115200"
"15","Overdraft","","234375"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1041 ","-168000"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1178 ","-45900"
"15","Overdraft","","117188"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1178 ","-93500"
"15","Overdraft","","58594"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1178 ","-95950"
"15","Human Resource Expense","Attended Training","-15000"
"15","Human Resource Expense","Attended Training","-15000"
"15","Overdraft","","29297"
"15","Salary Expense","Cash Payment - Salary Expense","-23462"
"15","Retail","Revenue - Retail Sales New York - Mouthwash","17696"
"15","Retail","Revenue - Retail Sales New York - Body Wash  ","17794"
"15","Retail","Revenue - Retail Sales New York - Shampoo","17655"
"15","Retail","Revenue - Retail Sales Detroit - Mouthwash","14812"
"15","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8432"
"15","Retail","Revenue - Retail Sales Detroit - Shampoo","10098"
"15","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","16554"
"15","Interest Expense ","Cash Payment - Interest - For Overdraft","-4061"
"15","Rental Expense","Cash Payment - Rental - New York","-10720"
"15","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"15","Rental Expense","Cash Payment - Rental - Miami","-2400"
"15","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1019 ","-115200"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1019 ","-134400"
"14","Human Resource Expense","Attended Training","-15000"
"14","Wholesales (B2B)","Revenue - B2B SO ID: 969","1736300"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1865 ","-64000"
"14","Salary Expense","Cash Payment - Salary Expense","-22744"
"14","Retail","Revenue - Retail Sales New York - Mouthwash","51492"
"14","Overdraft","Repayment","-625000"
"14","Retail","Revenue - Retail Sales New York - Body Wash  ","49445"
"14","Overdraft","Repayment","-625000"
"14","Retail","Revenue - Retail Sales New York - Shampoo","50226"
"14","Retail","Revenue - Retail Sales Detroit - Mouthwash","32732"
"14","Overdraft","Repayment","-625000"
"14","Retail","Revenue - Retail Sales Detroit - Body Wash  ","25203"
"14","Retail","Revenue - Retail Sales Detroit - Shampoo","28875"
"14","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","27373"
"14","Services","Revenue - Service Sales Order ID: 311","96100"
"14","Services","Revenue - Service Sales Order ID: 446","32900"
"14","Interest Expense ","Cash Payment - Interest - For Overdraft","-1027"
"14","Rental Expense","Cash Payment - Rental - New York","-10720"
"14","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"14","Rental Expense","Cash Payment - Rental - Miami","-2400"
"14","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1010 ","-122400"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1010 ","-149600"
"13","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1010 ","-153520"
"13","Sales E Commerce","Revenue - ECM SO ID: 887","10608"
"13","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"13","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1355 ","-108800"
"13","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"13","Human Resource Expense","Staff Transfer","-15000"
"13","Salary Expense","Cash Payment - Salary Expense","-22744"
"13","Retail","Revenue - Retail Sales New York - Mouthwash","50512"
"13","Retail","Revenue - Retail Sales New York - Body Wash  ","53041"
"13","Retail","Revenue - Retail Sales New York - Shampoo","53922"
"13","Retail","Revenue - Retail Sales Detroit - Mouthwash","44940"
"13","Retail","Revenue - Retail Sales Detroit - Body Wash  ","24676"
"13","Retail","Revenue - Retail Sales Detroit - Shampoo","27984"
"13","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","49662"
"13","Retail","Revenue - Retail Sales Los Angeles - Shampoo","40722"
"13","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"13","Rental Expense","Cash Payment - Rental - New York","-10720"
"13","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"13","Rental Expense","Cash Payment - Rental - Miami","-2400"
"13","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"12","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 764 ","-174720"
"12","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 764 ","-339200"
"12","Sales E Commerce","Revenue - ECM SO ID: 863","27063"
"12","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1345 ","-79600"
"12","Human Resource Expense","Counselled","-2000"
"12","Machines","Asset Disposed","229500"
"12","Salary Expense","Cash Payment - Salary Expense","-21936"
"12","Retail","Revenue - Retail Sales New York - Mouthwash","45668"
"12","Retail","Revenue - Retail Sales New York - Body Wash  ","54064"
"12","Retail","Revenue - Retail Sales New York - Shampoo","50754"
"12","Retail","Revenue - Retail Sales Detroit - Mouthwash","41860"
"12","Retail","Revenue - Retail Sales Detroit - Body Wash  ","27001"
"12","Retail","Revenue - Retail Sales Detroit - Shampoo","31251"
"12","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","31024"
"12","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","46221"
"12","Retail","Revenue - Retail Sales Los Angeles - Shampoo","61743"
"12","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"12","Rental Expense","Cash Payment - Rental - New York","-10720"
"12","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"12","Rental Expense","Cash Payment - Rental - Miami","-2400"
"12","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"11","Human Resource Expense","","-15000"
"11","Maintenance Expense","","-15000"
"11","Maintenance Expense","","-15000"
"11","Salary Expense","","-21000"
"11","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 870 ","-162400"
"11","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 888 ","-148800"
"11","Salary Expense","Cash Payment - Salary Expense","-21648"
"11","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 280","-15000"
"11","Retail","Revenue - Retail Sales New York - Mouthwash","48580"
"11","Retail","Revenue - Retail Sales New York - Body Wash  ","53568"
"11","Retail","Revenue - Retail Sales New York - Shampoo","50226"
"11","Retail","Revenue - Retail Sales Detroit - Mouthwash","43176"
"11","Retail","Revenue - Retail Sales Detroit - Body Wash  ","25451"
"11","Retail","Revenue - Retail Sales Detroit - Shampoo","29469"
"11","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","69020"
"11","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","46221"
"11","Retail","Revenue - Retail Sales Los Angeles - Shampoo","61083"
"11","Services","Revenue - Service Sales Order ID: 109","44400"
"11","Services","Revenue - Service Sales Order ID: 120","47100"
"11","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"11","Rental Expense","Cash Payment - Rental - New York","-10720"
"11","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"11","Rental Expense","Cash Payment - Rental - Miami","-2400"
"11","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"10","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 900 ","-89280"
"10","Wholesales (B2B)","Revenue - B2B SO ID: 129","737100"
"10","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 129","-7000"
"10","Human Resource Expense","Staff Transfer","-15000"
"10","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1183 ","-464000"
"10","Human Resource Expense","Attended Training","-15000"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1193 ","-45900"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1193 ","-93500"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1193 ","-57570"
"10","Human Resource Expense","Attended Training","-15000"
"10","Salary Expense","Cash Payment - Salary Expense","-21000"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 887","-106"
"10","Retail","Revenue - Retail Sales New York - Mouthwash","50882"
"10","Retail","Revenue - Retail Sales New York - Body Wash  ","52142"
"10","Retail","Revenue - Retail Sales New York - Shampoo","52917"
"10","Retail","Revenue - Retail Sales Detroit - Mouthwash","43264"
"10","Retail","Revenue - Retail Sales Detroit - Body Wash  ","26477"
"10","Retail","Revenue - Retail Sales Detroit - Shampoo","30876"
"10","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","68588"
"10","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","50025"
"10","Retail","Revenue - Retail Sales Los Angeles - Shampoo","64635"
"10","Services","Revenue - Service Sales Order ID: 193","84700"
"10","Services","Revenue - Service Sales Order ID: 209","25900"
"10","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"10","Rental Expense","Cash Payment - Rental - New York","-10720"
"10","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"10","Rental Expense","Cash Payment - Rental - Miami","-2400"
"10","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"9","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 725 ","-145600"
"9","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 863","-271"
"9","Retail","Revenue - Retail Sales New York - Mouthwash","17446"
"9","Retail","Revenue - Retail Sales New York - Body Wash  ","17893"
"9","Retail","Revenue - Retail Sales New York - Shampoo","18507"
"9","Retail","Revenue - Retail Sales Detroit - Mouthwash","15028"
"9","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8642"
"9","Retail","Revenue - Retail Sales Detroit - Shampoo","10788"
"9","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17108"
"9","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","12354"
"9","Retail","Revenue - Retail Sales Los Angeles - Shampoo","17825"
"9","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"9","Rental Expense","Cash Payment - Rental - New York","-10720"
"9","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"9","Rental Expense","Cash Payment - Rental - Miami","-2400"
"9","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"8","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 574 ","-109600"
"8","Overdraft","","156250"
"8","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 574 ","-128000"
"8","Human Resource Expense","Staff Transfer","-15000"
"8","Salary Expense","Cash Payment - Salary Expense","-20650"
"8","Retail","Revenue - Retail Sales New York - Mouthwash","17186"
"8","Retail","Revenue - Retail Sales New York - Body Wash  ","18125"
"8","Retail","Revenue - Retail Sales New York - Shampoo","18228"
"8","Retail","Revenue - Retail Sales Detroit - Mouthwash","14950"
"8","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8758"
"8","Retail","Revenue - Retail Sales Detroit - Shampoo","10757"
"8","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16224"
"8","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","12209"
"8","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15748"
"8","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"8","Rental Expense","Cash Payment - Rental - New York","-5360"
"8","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"8","Rental Expense","Cash Payment - Rental - Miami","-2400"
"8","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"7","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 437 ","-96000"
"7","Overdraft","","312500"
